r,NC,Vc,sigma,n,dsig,NCn
1.149826907633776,25.313991485143262,92.38892690271652,42.430388671875,2051,12.355482421875003,0.2739937818716991
2.758330339111573,17.846700825336402,185.8793147515226,30.074906249999998,4906,1.5516962890624981,0.09601230157962057
4.36683377058937,16.28163327286983,198.91987183233027,26.971513671875,7717,0.0,0.08185020995083704
5.975337202067168,24.841399459011676,181.45450090315663,26.331009765624998,10252,0.0,0.13690153363718258
7.583840633544964,18.171616600939927,186.61727462115715,20.492220703125,13115,0.0,0.09737371118418303
9.192344065022763,13.473940796876388,195.9779620141671,17.044029296875,16374,0.0,0.0687523263248465
10.800847496500559,15.11564239186533,193.92500307912724,16.544525390625,19251,0.0,0.07794581488647802
12.409350927978357,15.344478974381149,189.46373803011227,14.30722802734375,22095,0.0,0.0809890015573449
14.017854359456154,11.9529087052381,190.40771623480856,13.617271972656251,24909,0.0,0.06277533779407297
15.62635779093395,9.311509091611136,188.72469455092312,12.730033203125,27710,-0.12299902343750091,0.04933911332466687
17.234861222411748,14.561636720969473,184.72414799958884,12.853032226562501,29797,0.0852231445312519,0.07882909126207951
18.843364653889545,20.618845941882064,181.61716173887385,12.767809082031249,31284,0.037775878906249005,0.11352917171741457
20.451868085367344,26.17846976607844,179.66800185460582,12.0498115234375,29439,0.0,0.1457046858419623
22.06037151684514,26.494163849337482,179.54685124190692,9.5374033203125,26347,0.0,0.14756128367654517
23.668874948322937,24.4441449602642,186.26279829514834,7.798321044921876,22133,0.0,0.13123471344788074
25.277378379800737,27.411200765996814,186.77896652086187,7.570603271484375,18587,-0.11385888671875044,0.1467574281868359
26.88588181127853,26.81595545357739,188.94062293177367,6.402782714843751,13025,-1.1678205566406241,0.14192795089524296
